filename, language, CMake, Shell Script, CMake Cache, JSON, Markdown, C++, Makefile, Log, YAML, C, comment, blank, total
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/build/app/cmake_install.cmake, CMake, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/build/cmake_install.cmake, CMake, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 57
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/build/compile_commands.json, JSON, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 77
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/build/src/CMakeFiles/CMakeDirectoryInformation.cmake, CMake, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/build/src/CMakeFiles/myslam.dir/DependInfo.cmake, CMake, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 48
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/build/src/CMakeFiles/myslam.dir/cmake_clean.cmake, CMake, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/build/src/CTestTestfile.cmake, CMake, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/build/src/Makefile, Makefile, 0, 0, 0, 0, 0, 0, 325, 0, 0, 0, 83, 175, 583
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/build/src/cmake_install.cmake, CMake, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/cmake_modules/FindCSparse.cmake, CMake, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/cmake_modules/FindG2O.cmake, CMake, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 114
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/cmake_modules/FindGlog.cmake, CMake, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 210
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/config/stereo/color/KITTI00-02.yaml, YAML, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 24, 21, 76
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/get_model.sh, Shell Script, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 29
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/FASTcorner.h, C++, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 2, 18, 110
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/ORBextractor.h, C++, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 28, 42, 148
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/PnPsolver.h, C++, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 64, 49, 199
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/algorithm.h, C++, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 9, 26, 143
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/backend.h, C++, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 3, 40, 104
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/camera.h, C++, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 16, 47
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/common_include.h, C++, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 10, 17, 123
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/config.h, C++, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 2, 12, 33
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/deeplcd.h, C++, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 5, 21, 56
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/feature.h, C++, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 8, 18, 50
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/frame.h, C++, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 3, 29, 61
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/frontend.h, C++, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 37, 38, 141
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/g2o_types.h, C++, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 21, 42, 195
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/keyframe.h, C++, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 4, 27, 67
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/loopclosing.h, C++, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 5, 64, 138
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/map.h, C++, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 7, 32, 76
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/mappoint.h, C++, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 4, 38, 81
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/system.h, C++, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 11, 19, 66
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/tools.h, C++, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 73, 24, 174
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/include/myslam/viewer.h, C++, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 10, 40, 93
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/run.sh, Shell Script, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/ORBextractor.cpp, C++, 0, 0, 0, 0, 0, 1014, 0, 0, 0, 0, 116, 205, 1335
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/PnPsolver.cc, C++, 0, 0, 0, 0, 0, 771, 0, 0, 0, 0, 67, 184, 1022
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/backend.cpp, C++, 0, 0, 0, 0, 0, 185, 0, 0, 0, 0, 40, 65, 290
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/camera.cpp, C++, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 10, 35
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/config.cpp, C++, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/deeplcd.cpp, C++, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 6, 33, 103
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/feature.cpp, C++, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 4, 13, 24
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/frame.cpp, C++, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 12, 44
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/frontend.cpp, C++, 0, 0, 0, 0, 0, 327, 0, 0, 0, 0, 60, 99, 486
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/keyframe.cpp, C++, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 8, 34, 89
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/loopclosing.cpp, C++, 0, 0, 0, 0, 0, 465, 0, 0, 0, 0, 85, 174, 724
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/map.cpp, C++, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 18, 46, 176
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/mappoint.cpp, C++, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 8, 17, 76
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/someBackup.cpp, C++, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 6, 8, 60
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/system.cpp, C++, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 15, 42, 155
/home/mingrui/Mingrui/SLAMProject/stereo_slam_system/src/viewer.cpp, C++, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 23, 65, 266
Total, -, 790, 17, 562, 77, 5, 5545, 494, 645, 31, 480, 1087, 2556, 12289
